itemid,label,reason,n_numeric_values,n_unique_numeric_values,n_ranges,range_coverage_pct
52151,NRBC,never_measured,,,,
52152,"Osmotic Fragility, Incubated",never_measured,,,,
52153,Other Inhibitor,never_measured,,,,
52154,P2Y12 Reaction Units,never_measured,,,,
52155,Periodic Acid Schiff Stain,never_measured,,,,
52156,Peroxidase Staining,never_measured,,,,
52157,Plasma Hemoglobin,never_measured,,,,
52158,Plasminogen,never_measured,,,,
52159,Platelet Aggregation,never_measured,,,,
52160,Prekallekrein,never_measured,,,,
52161,Problem Specimen,never_measured,,,,
52162,Protein S,never_measured,,,,
52163,PT Control,never_measured,,,,
52164,PT Mean,never_measured,,,,
52165,PTT Control,never_measured,,,,
52166,PTT-LA,never_measured,,,,
52167,PTT mea,never_measured,,,,
52168,Pyruvate Kinase,never_measured,,,,
52169,QFib,never_measured,,,,
52170, Rbc,never_measured,,,,
52171,RBC Morphology,too_few_values,18.0,4.0,0.0,0.0
52173,Red Blood Cell Enzyme,never_measured,,,,
52174,"Reptilase Time, Control",never_measured,,,,
52175,Ristocetin Response,never_measured,,,,
52176,Rouleaux,too_few_values,0.0,0.0,0.0,
52180,STA-CLOT,never_measured,,,,
52181,Stomatocyte,too_few_values,0.0,0.0,0.0,
52182,Sudan Black Staining,never_measured,,,,
52183,Sulf Hgb,never_measured,,,,
52184,TCR Alpha-Beta,too_few_values,0.0,0.0,0.0,0.0
52185,TCR Gamma-Delta,too_few_values,0.0,0.0,0.0,0.0
52186,Test,never_measured,,,,
52187,Thrombin Time,never_measured,,,,
52188,Thrombin Time Control,never_measured,,,,
52189,Thrombin Time Control,never_measured,,,,
52190,Tissue Thromboplastin Inhibitor,never_measured,,,,
52191,Tr- Acid,never_measured,,,,
52192,Trap Stain,never_measured,,,,
52193,Viii Ag,never_measured,,,,
52194,VIII-CIE,never_measured,,,,
52195,Voided Specimen,too_few_values,1.0,1.0,0.0,0.0
52196,WAM Manual Diff,never_measured,,,,
52197,WAM MANUAL DIFF 2,never_measured,,,,
52198,ErytFlg,never_measured,,,,
52199,FragFlg,never_measured,,,,
52200,PltDist,never_measured,,,,
52201,PltScat,never_measured,,,,
52202,PltClmp,never_measured,,,,
52203,RBCAgg,never_measured,,,,
52204,RBCDist,never_measured,,,,
52205,RetScat,never_measured,,,,
52206,RetFlg,never_measured,,,,
52207,TurbHbI,never_measured,,,,
52208,BasoFlg,never_measured,,,,
52209,EosFlg,never_measured,,,,
52210,LeftShf,never_measured,,,,
52211,LymFlg,never_measured,,,,
52212,MonoFlg,never_measured,,,,
52213,NRBCFlg,never_measured,,,,
52214,AbnLymp,never_measured,,,,
52215,ATLFlg,never_measured,,,,
52216,BlasFlg,never_measured,,,,
52217,Bl/AbLy,never_measured,,,,
52218,IG Flg,never_measured,,,,
52219,WBCScat,never_measured,,,,
52220,wbcp,no_range,25.0,14.0,0.0,0.0
52221,Atypical Lymphocytes,no_range,435.0,17.0,0.0,0.0
52222,Atyps#,never_measured,,,,
52223,Bands,no_range,402.0,27.0,0.0,0.0
52224,Bands#,never_measured,,,,
52225,Basophils,no_range,299.0,11.0,0.0,0.0
52226,Basos#,never_measured,,,,
52227,Blasts,no_range,13.0,13.0,0.0,0.0
52228,Blasts#,never_measured,,,,
52229,Delete,never_measured,,,,
52230,Delete,never_measured,,,,
52231,Delete,never_measured,,,,
52232,Delete,never_measured,,,,
52233,Delete,never_measured,,,,
52234,Delete,never_measured,,,,
52235,Delete,never_measured,,,,
52236,Delete,never_measured,,,,
52237,Delete,never_measured,,,,
52238,Delete,never_measured,,,,
52239,Delete,never_measured,,,,
52240,Delete,never_measured,,,,
52241,Delete,never_measured,,,,
52242,Delete,never_measured,,,,
52243,Delete,never_measured,,,,
52244,Delete,never_measured,,,,
52245,Delete,never_measured,,,,
52246,Delete,never_measured,,,,
52247,Delete,never_measured,,,,
52248,Delete,never_measured,,,,
52249,Delete,never_measured,,,,
52250,Delete,never_measured,,,,
52251,Delete,never_measured,,,,
52252,Delete,never_measured,,,,
52253,Delete,never_measured,,,,
52254,Delete,never_measured,,,,
52255,Eos#,never_measured,,,,
52256,Eosinophils,no_range,1168.0,37.0,0.0,0.0
52257,"Hematocrit, CSF",too_few_values,0.0,0.0,1.0,100.0
52258,Histiocyte,never_measured,,,,
52260,Hypersegmented Neutrophils,never_measured,,,,
52261,Hypersegmented Neutrophils #,never_measured,,,,
52262,Immunophenotyping,too_few_values,0.0,0.0,0.0,0.0
52263,Lining Cell,no_range,103.0,19.0,0.0,0.0
52264,Lymphs,no_range,10141.0,101.0,0.0,0.0
52265,Lymphs#,never_measured,,,,
52266,Macrophage,no_range,2586.0,92.0,0.0,0.0
52267,Macrophage#,never_measured,,,,
52268,Mesothelial cells,no_range,37.0,12.0,0.0,0.0
52269,Mesothelial cells #,never_measured,,,,
52270,Metamyelocytes,no_range,126.0,14.0,0.0,0.0
52271,Metas#,never_measured,,,,
52272,Monocytes,no_range,11228.0,95.0,0.0,0.0
52273,Monos#,never_measured,,,,
52274,Myelocytes,no_range,59.0,11.0,0.0,0.0
52276,NRBC,no_range,173.0,21.0,0.0,0.0
52277,NRBC#,never_measured,,,,
52278,Other,too_few_values,13.0,2.0,0.0,0.0
52279,Plasma,no_range,148.0,14.0,0.0,0.0
52280,Plasma#,never_measured,,,,
52281,Polys,no_range,7237.0,101.0,0.0,0.0
52282,Polys#,never_measured,,,,
52283,Promyelocytes,too_few_values,27.0,7.0,0.0,0.0
52284,Promyelocytes#,never_measured,,,,
52287,Voided Specimen,too_few_values,0.0,0.0,0.0,
52288,Young,too_few_values,3.0,2.0,0.0,0.0
52289,Young#,never_measured,,,,
52290,Dna,never_measured,,,,
52291,Atyps#,never_measured,,,,
52292,Bands#,never_measured,,,,
52293,Basos#,never_measured,,,,
52294,Blasts,too_few_values,0.0,0.0,1.0,100.0
52295,Blasts#,never_measured,,,,
52296,Eos#,never_measured,,,,
52297,Histio#,never_measured,,,,
52298,Histiocyte,never_measured,,,,
52299,Hypersegmented Neutrophils,never_measured,,,,
52300,Hypersegmented Neutrophils #,never_measured,,,,
52301,Lining Cell,no_range,87.0,18.0,0.0,0.0
52302,Lymphs#,never_measured,,,,
52303,Metas#,never_measured,,,,
52304,Monos#,never_measured,,,,
52305,Myelocytes,too_few_values,5.0,3.0,1.0,100.0
52306,Myelos#,never_measured,,,,
52307,Plasma,too_few_values,12.0,2.0,1.0,100.0
52308,Plasma#,never_measured,,,,
52309,Polys#,never_measured,,,,
52310,Promyelo#,never_measured,,,,
52311,Promyelocytes,too_few_values,1.0,1.0,1.0,100.0
52313,Voided Specimen,too_few_values,0.0,0.0,0.0,
52314,Young,never_measured,,,,
52315,Young#,never_measured,,,,
52316,Acid Phosphatase Stain,never_measured,,,,
52317,Asd,never_measured,,,,
52318,Asd&na-f,never_measured,,,,
52319,CD 1a,too_few_values,0.0,0.0,0.0,0.0
52320,CD30,never_measured,,,,
52321,CD42,never_measured,,,,
52322,CD52,never_measured,,,,
52323,CD61,never_measured,,,,
52324,CD62,never_measured,,,,
52325,Chloroacetate Esterase,never_measured,,,,
52326,Naphthol Acetate Stain,never_measured,,,,
52327,Naphthol Butryrate,never_measured,,,,
52328,Periodic Schiff Stain,never_measured,,,,
52329,Peroxidase Stain,never_measured,,,,
52330,Sudan Black Stain,never_measured,,,,
52331,TCR Alpha-Beta,too_few_values,0.0,0.0,0.0,0.0
52332,TCR Gamma-Delta,too_few_values,0.0,0.0,0.0,0.0
52333,Tr-acid,never_measured,,,,
52334,Voided Specimen,never_measured,,,,
52335,TdT,too_few_values,0.0,0.0,0.0,0.0
52336,Atyps#,never_measured,,,,
52337,Bands#,never_measured,,,,
52338,Basos#,never_measured,,,,
52339,Blasts,too_few_values,5.0,1.0,1.0,100.0
52340,Blasts#,never_measured,,,,
52341,CD 1a,too_few_values,0.0,0.0,0.0,0.0
52342,CD30,never_measured,,,,
52343,CD42,never_measured,,,,
52344,CD52,never_measured,,,,
52345,CD55,never_measured,,,,
52346,CD59,never_measured,,,,
52347,CD61,never_measured,,,,
52348,CD62,never_measured,,,,
52349,Chloroac,never_measured,,,,
52350,Eos#,never_measured,,,,
52351,Fetal Hgb,never_measured,,,,
52352,FETAL LUNG MATURITY - LBC,never_measured,,,,
52353,Histiocyte#,never_measured,,,,
52354,Histiocytes,never_measured,,,,
52355,Hypersegmented Neutrophils,too_few_values,2.0,1.0,1.0,100.0
52356,Hypersegmented Neutrophils#,never_measured,,,,
52357,Iron,never_measured,,,,
52358,Lining Cell,no_range,397.0,61.0,0.0,0.0
52359,Lymphs#,never_measured,,,,
52360,Metamyelocytes#,never_measured,,,,
52361,Monos#,never_measured,,,,
52362,Myelos#,never_measured,,,,
52363,NRBC#,never_measured,,,,
52364,Plasma#,never_measured,,,,
52365,Polys#,never_measured,,,,
52366,Promyelocyte#,never_measured,,,,
52367,TCR Alpha-Beta,never_measured,,,,
52368,TCR Gamma-Delta,never_measured,,,,
52370,Voided Specimen,too_few_values,0.0,0.0,0.0,
52371,Young,too_few_values,1.0,1.0,1.0,100.0
52372,Young#,never_measured,,,,
52373,TdT,too_few_values,0.0,0.0,0.0,0.0
52374,,never_measured,,,,
52375,Atyps#,never_measured,,,,
52376,Bands#,never_measured,,,,
52377,Basos#,never_measured,,,,
52378,Blasts#,never_measured,,,,
52379,Eos#,never_measured,,,,
52380,Histiocyte#,never_measured,,,,
52381,Histiocytes,never_measured,,,,
52382,Hypersegmented  Neutrophils#,never_measured,,,,
52383,Hypersegmented Neutrophils,never_measured,,,,
52384,Lymphs#,never_measured,,,,
52385,Metas#,never_measured,,,,
52386,Monos#,never_measured,,,,
52387,Myelos#,never_measured,,,,
52388,Plasma#,never_measured,,,,
52389,Polys#,never_measured,,,,
52390,Promyelocytes#,never_measured,,,,
52392,Voided Specimen,too_few_values,0.0,0.0,0.0,
52393,Young#,never_measured,,,,
52394,FL1-D,never_measured,,,,
52395,FL1-%FL2,never_measured,,,,
52396,FL1-S,never_measured,,,,
52397,FL2-D,never_measured,,,,
52398,FL2-%FL1,never_measured,,,,
52399,FL2-S,never_measured,,,,
52400,FSC-S,never_measured,,,,
52401,SSC-D,never_measured,,,,
52402,SSC-S,never_measured,,,,
52403,Bile,never_measured,,,,
52404,Fat,never_measured,,,,
52405,Prblm,never_measured,,,,
52406,Voided Specimen,never_measured,,,,
52407,WBC,never_measured,,,,
52408,Bacturia,never_measured,,,,
52409,Budding Yeast,never_measured,,,,
52410,Fatty Casts,too_few_values,0.0,0.0,1.0,100.0
52411,Hgb,never_measured,,,,
52412,HPF,never_measured,,,,
52413,Leuks,never_measured,,,,
52414,LEUKS,never_measured,,,,
52415,LPF,never_measured,,,,
52416,Myoglobin,never_measured,,,,
52417,Pku,never_measured,,,,
52418,Problem Specimen,never_measured,,,,
52419,Voided Specimen,too_few_values,0.0,0.0,0.0,
52420,ZZDUMMY,never_measured,,,,
52421,GATE,never_measured,,,,
52422,RUN,never_measured,,,,
52423,SKIP,never_measured,,,,
52424,RFXUCU,too_few_values,0.0,0.0,0.0,0.0
52425,XUCU,too_few_values,0.0,0.0,0.0,0.0
52426,UCU1,too_few_values,0.0,0.0,0.0,
52427,UCU2,too_few_values,0.0,0.0,0.0,
52434,"Chloride, Whole Blood",never_measured,,,,
52442,Lactate,never_measured,,,,
52452,"Potassium, Whole Blood",never_measured,,,,
52455,"Sodium, Whole Blood",never_measured,,,,
52500,Anion Gap,never_measured,,,,
52535,Chloride,never_measured,,,,
52546,Creatinine,never_measured,,,,
52548,Cryoglobulin,never_measured,,,,
52551,D-Dimer,never_measured,,,,
52562,Folate,never_measured,,,,
52569,Glucose,never_measured,,,,
52610,Potassium,never_measured,,,,
52623,Sodium,never_measured,,,,
52642,Troponin I,never_measured,,,,
52647,Urea Nitrogen,never_measured,,,,
52703,"Albumin, Urine",never_measured,,,,
52720,"HCG, Urine, Qualitative",never_measured,,,,
52730,pH,never_measured,,,,
52769,Absolute Lymphocyte Count,no_range,2498.0,1204.0,0.0,0.0
52786,Bleeding Time,never_measured,,,,
52838,Factor II,never_measured,,,,
52840,Factor IX,never_measured,,,,
52842,Factor V,never_measured,,,,
52844,Factor VII,never_measured,,,,
52846,Factor VIII,never_measured,,,,
52849,Factor X,never_measured,,,,
52851,Factor XI,never_measured,,,,
52853,Factor XII,never_measured,,,,
52855,Factor XIII,never_measured,,,,
52858,Fibrin Degradation Products,never_measured,,,,
52889,Lupus Anticoagulant,never_measured,,,,
52921,PT,never_measured,,,,
52923,PTT,never_measured,,,,
52929,Reptilase Time,never_measured,,,,
52934,"Reticulocyte Count, Manual",never_measured,,,,
52948,Thrombin,never_measured,,,,
52955,CD10,too_few_values,0.0,0.0,0.0,0.0
52992,Iron Stain,too_few_values,0.0,0.0,0.0,
53012,NRBC,never_measured,,,,
53083,NRBC,never_measured,,,,
53084,Alanine Aminotransferase,never_measured,,,,
53085,Albumin,never_measured,,,,
53086,Alkaline Phosphatase,never_measured,,,,
53087,Amylase,never_measured,,,,
53088,Asparate Aminotransferase,never_measured,,,,
53089,"Bilirubin, Total",never_measured,,,,
53093,Gamma Glutamyltranferase,never_measured,,,,
53094,HBV VL CT,no_range,600.0,60.0,0.0,0.0
53095,Lyme VsIE/PepC10 Antibody,too_few_values,0.0,0.0,0.0,
53096,"Protein, Total",never_measured,,,,
53097,COV10,no_range,2129.0,52.0,0.0,0.0
53098,COV11,no_range,2135.0,83.0,0.0,0.0
53099,COV12,no_range,959.0,110.0,0.0,0.0
53100,COV13,no_range,959.0,128.0,0.0,0.0
53105,E GENE CT,no_range,6551.0,123.0,0.0,0.0
53106,E GENE ENDPT,no_range,6551.0,162.0,0.0,0.0
53107,FLUA1,no_range,924.0,15.0,0.0,0.0
53108,FLUA2,no_range,924.0,81.0,0.0,0.0
53109,FLUB1,too_few_values,924.0,1.0,0.0,0.0
53110,FLUB2,no_range,924.0,48.0,0.0,0.0
53111,N2 GENE CT,no_range,6551.0,139.0,0.0,0.0
53112,N2 GENE ENDPT,no_range,6551.0,150.0,0.0,0.0
53113,Rapid Respiratory Syncytial Virus,too_few_values,0.0,0.0,0.0,
53114,RSV1,no_range,924.0,14.0,0.0,0.0
53115,RSV2,no_range,924.0,67.0,0.0,0.0
53116,(Albumin),never_measured,,,,
53117,Alpha-1,never_measured,,,,
53118,Alpha-2,never_measured,,,,
53119,Beta,never_measured,,,,
53120,Clostrid,never_measured,,,,
53121,Cryptococ,never_measured,,,,
53122,Fl Scan,never_measured,,,,
53123,"Immunoelectrophoresis, Ascites",never_measured,,,,
53124,"Immunoglobulin G, Ascites",never_measured,,,,
53125,"PEP, Ascites, Gamma Region",never_measured,,,,
53126,"Uric Acid, Ascites",never_measured,,,,
53127,Voided Specimen,too_few_values,0.0,0.0,0.0,
53128,11-Deoxycorticosterone,never_measured,,,,
53129,3t,never_measured,,,,
53130,4t,never_measured,,,,
53131,5' Nucleotidase,never_measured,,,,
53135,"Acid Phosphatase, Prostatic Fraction",never_measured,,,,
53136,Adrenocorticotrophic Hormone,never_measured,,,,
53137,Afp Mom,never_measured,,,,
53138,(Albumin),never_measured,,,,
53139,Aldosterone,never_measured,,,,
53140,Aldosterone,never_measured,,,,
53141,Alpha-1,never_measured,,,,
53142,Alpha-1-antitrypsin,never_measured,,,,
53143,Alpha-2,never_measured,,,,
53144,ANCA Titer,too_few_values,0.0,0.0,0.0,0.0
53145,Anti-GBM Antibody,never_measured,,,,
53146,Anti Hav,never_measured,,,,
53147,Anti Hbc,never_measured,,,,
53148,Anti Hbe,never_measured,,,,
53149,Anti-hbs,never_measured,,,,
53150,Anti Hbs,never_measured,,,,
53151,Anti-la,never_measured,,,,
53152,HIV FINAL,too_few_values,0.0,0.0,0.0,
53153,HIV Screen,too_few_values,0.0,0.0,0.0,0.0
53154,Lactate,never_measured,,,,
53157,Absolute Lymphocyte Count,never_measured,,,,
53158,Absolute MXD Count,never_measured,,,,
53159,Absolute Neutrophil Count,never_measured,,,,
53160,CMV CT,never_measured,,,,
53161,Estimated GFR (CKD- EPI Refit),no_range,20548.0,159.0,0.0,0.0
53162,HCV CT,never_measured,,,,
53163,HIV Viral Load Ct,no_range,33.0,12.0,0.0,0.0
53164,Neutrophils,never_measured,,,,
53165,RDW-CV,never_measured,,,,
53166,RDW-SD,never_measured,,,,
53167,Reflex RPR,never_measured,,,,
53168,,never_measured,,,,
53169,Ceph-IC,no_range,3525.0,94.0,0.0,0.0
53170,CephIC Endpt,no_range,2146.0,381.0,0.0,0.0
53171,COV12IC,no_range,507.0,210.0,0.0,0.0
53172,COV12MC,no_range,507.0,98.0,0.0,0.0
53173,COV8IC,no_range,3810.0,331.0,0.0,0.0
53174,COV8MC,no_range,3820.0,104.0,0.0,0.0
53175,RdRP Ct,no_range,733.0,12.0,0.0,0.0
53176,RdRP Endpt,no_range,733.0,23.0,0.0,0.0
53177,Chlamydia trachomatis,too_few_values,0.0,0.0,0.0,
53178,Helicobacter pylori Antigen,too_few_values,0.0,0.0,0.0,
53179,Neisseria gonorrhoeae,too_few_values,0.0,0.0,0.0,
53180,Estimated GFR (CKD- EPI 2021),no_range,681.0,129.0,0.0,0.0
53181,CBC Only,never_measured,,,,
53182,% Parasitemia,never_measured,,,,
53183,Cytospin Review,never_measured,,,,
53184,IPT (Clinical Trial),never_measured,,,,
53185,MCHC,never_measured,,,,
53186,MCH,never_measured,,,,
53187,PAN,too_few_values,2.0,2.0,0.0,0.0
53188,Lymphocytes,never_measured,,,,
53189,Platelet Count,never_measured,,,,
53190,MXD%,never_measured,,,,
