itemid,cohort,label,n_admissions,n_value,n_no_value,n_value_and_range,n_value_no_range,n_range_no_value
51433,cohort_F17-C22,NRBC (Other Body Fluid),16131,1,16130,1,0,0
51435,cohort_F17-C22,Plasma (Other Body Fluid),16131,3,16128,3,0,0
51436,cohort_F17-C22,Polys (Other Body Fluid),16131,83,16048,83,0,18
51438,cohort_F17-C22,"RBC, Other Fluid",16131,28,16103,28,0,2
51440,cohort_F17-C22,Atypical Lymphocytes (Pleural),16131,3,16128,3,0,2
51441,cohort_F17-C22,Bands (Pleural),16131,9,16122,9,0,1
51442,cohort_F17-C22,Basophils (Pleural),16131,14,16117,14,0,0
51444,cohort_F17-C22,Eosinophils (Pleural),16131,43,16088,43,0,0
51446,cohort_F17-C22,Lymphocytes (Pleural),16131,141,15990,141,0,8
51447,cohort_F17-C22,Macrophages,16131,109,16022,109,0,15
51448,cohort_F17-C22,Mesothelial Cells (Pleural),16131,67,16064,67,0,31
51450,cohort_F17-C22,Monos (Pleural),16131,146,15985,146,0,3
51452,cohort_F17-C22,NRBC (Pleural),16131,2,16129,2,0,0
51454,cohort_F17-C22,Plasma Cells (Pleural),16131,22,16109,22,0,2
51455,cohort_F17-C22,Polys (Pleural),16131,134,15997,134,0,15
51457,cohort_F17-C22,"RBC, Pleural",16131,135,15996,135,0,9
51467,cohort_F17-C22,Broad Casts,16131,2,16129,2,0,0
51471,cohort_F17-C22,Cellular Cast,16131,15,16116,15,0,0
51479,cohort_F17-C22,Granular Casts,16131,166,15965,166,0,0
51482,cohort_F17-C22,Hyaline Casts,16131,1197,14934,1197,0,1
51484,cohort_F17-C22,Ketone,16131,668,15463,412,256,2394
51492,cohort_F17-C22,Protein,16131,2173,13958,1464,709,1342
51493,cohort_F17-C22,RBC,16131,3065,13066,3065,0,354
51494,cohort_F17-C22,RBC Casts,16131,1,16130,1,0,1
51498,cohort_F17-C22,Specific Gravity,16131,4373,11758,4373,0,118
51507,cohort_F17-C22,"Urine Casts, Other",16131,0,16131,0,0,6
51515,cohort_F17-C22,Waxy Casts,16131,4,16127,4,0,0
51516,cohort_F17-C22,WBC,16131,2948,13183,2948,0,471
51517,cohort_F17-C22,WBC Casts,16131,6,16125,6,0,0
51567,cohort_F17-C22,Beta Hydroxybutyrate,16131,18,16113,18,0,16
51621,cohort_F17-C22,Ethylene Glycol,16131,0,16131,0,0,11
51625,cohort_F17-C22,Free Kappa,16131,118,16013,118,0,4
51626,cohort_F17-C22,Free Kappa/Free Lambda Ratio,16131,106,16025,106,0,16
51627,cohort_F17-C22,Free Lambda,16131,121,16010,121,0,1
51802,cohort_F17-C22,"Total Protein, CSF",16131,160,15971,160,0,1
52024,cohort_F17-C22,"Creatinine, Whole Blood",16131,126,16005,126,0,3
52065,cohort_F17-C22,"Total Nucleated Cells, Ascites",16131,333,15798,333,0,12
52069,cohort_F17-C22,Absolute Basophil Count,16131,5895,10236,5895,0,6
52073,cohort_F17-C22,Absolute Eosinophil Count,16131,5895,10236,5895,0,6
52074,cohort_F17-C22,Absolute Monocyte Count,16131,5895,10236,5895,0,6
52075,cohort_F17-C22,Absolute Neutrophil Count,16131,5896,10235,5896,0,6
52107,cohort_F17-C22,dRVVT - Confirmation,16131,6,16125,6,0,4
52108,cohort_F17-C22,dRVVT - Normalized Ratio,16131,6,16125,6,0,4
52109,cohort_F17-C22,dRVVT - Screen,16131,20,16111,20,0,12
52132,cohort_F17-C22,HIT-Ab Numerical Result,16131,3,16128,3,0,30
52135,cohort_F17-C22,Immature Granulocytes,16131,1099,15032,234,865,3579
52172,cohort_F17-C22,RDW-SD,16131,11807,4324,11807,0,9
52177,cohort_F17-C22,SCT - Confirmation,16131,1,16130,1,0,0
52178,cohort_F17-C22,SCT - Normalized Ratio,16131,1,16130,1,0,0
52179,cohort_F17-C22,SCT - Screen,16131,18,16113,18,0,0
52285,cohort_F17-C22,"RBC, CSF",16131,110,16021,110,0,52
52286,cohort_F17-C22,"Total Nucleated Cells, CSF",16131,30,16101,26,4,90
52312,cohort_F17-C22,"Total Nucleated Cells, Joint",16131,59,16072,59,0,11
52369,cohort_F17-C22,"Total Nucleated Cells, Other",16131,33,16098,33,0,1
52391,cohort_F17-C22,"Total Nucleated Cells, Pleural",16131,139,15992,139,0,10
